id,label,content,weight,text_weight,emo_weight
4.98E+17,0,"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson",0.737338543,0.896229267,0.220791878
4.98E+17,0,“When will young people of color's lives matter when they are alive?�?-  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm,0.857630968,0.950057745,0.182673248
4.98E+17,0,The difference between "unrest" and "patriotism" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch,0.748506784,0.892109454,-0.131767208
4.98E+17,0,More coverage from Europe - http://t.co/Ipkmn3Zq45 #Ferguson #MikeBrown http://t.co/vbZSHAvmxK,0.837907434,0.950722218,0.404992478
4.98E+17,0,The black &amp; unarmed group on the left is called an "angry mob" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK,0.862288833,0.916963696,-0.121881473
4.98E+17,0,"#Ferguson, MO is in protest after a cop kills an unarmed black teen: http://t.co/xirnS3duFB http://t.co/T6Dp3AQbgE",0.84500885,0.944747865,-0.101981825
4.98E+17,0,"#Ferguson is why we need Civilian Review Boards. Anger, frustration &amp; potential violence comes when ppl lack faith that they'll get justice.",0.784174323,0.891358852,0.133793396
4.98E+17,0,Stewart drives over guy kills him. News is everywhere. Cops fire 10 bullets into unarmed black. Not even covered. Good job media. #Ferguson,0.747752547,0.867325783,0.150768556
4.98E+17,0,Protestors outside #Ferguson police dept now http://t.co/VYsGspeKPB,0.866381168,0.935843349,0.11990339
4.98E+17,0,Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/mUE41Zp4nA,0.865577817,0.95220542,-0.007018081
4.98E+17,0,"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",0.873379648,0.939979017,0.156702898
4.98E+17,0,Amerika appears to be awash in all manner of #terrorism. Much of it state-sponsored. #Ferguson #MikeBrown #Racism #p2 http://t.co/PqIKIbVGtf,0.858598709,0.967549562,0.248917115
4.98E+17,0,Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh,0.844596505,0.950466573,0.11990339
4.98E+17,0,"Follow @MichaelSkolnik NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police.",0.782645106,0.926678061,0.322700235
4.98E+17,0,There should be blame AND shame here. #Ferguson #MichaelBrown @KharyP http://t.co/hXWpgy4nRY,0.865839899,0.949886441,0.217418584
4.98E+17,0,"Lots of people -- some prayerful, some sad, some angry -- have gathered outside the #Ferguson police headquarters http://t.co/KfbHCGNrzk",0.832121909,0.928079009,0.303063403
4.98E+17,0,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/PhairpOfdl",0.751044154,0.957432628,-0.159539641
4.98E+17,0,Police and protesters face to face in #Ferguson http://t.co/C0U0rQzGFa,0.827069044,0.939257383,-0.095370008
4.98E+17,0,happening now in #ferguson https://t.co/MYPxUyo7Xx,0.818990231,0.960751057,0.404992478
4.98E+17,0,"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC",0.835627794,0.952950001,0.242956689
4.98E+17,0,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,0.858104587,0.943781793,0.11990339
4.98E+17,0,Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI,0.871463776,0.94829154,0.303048771
4.98E+17,0,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/5PjPp1jdiL",0.805342197,0.961214423,-0.159539641
4.98E+17,0,Live from #Ferguson http://t.co/VX2zpW8Tqh,0.79652828,0.952391982,0
4.98E+17,0,Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson http://t.co/CnX88sZEwY,0.848551989,0.964733303,0.275057277
4.98E+17,0,"""Our problem is not with Hamas. Our problem is not in Iraq. Our problem is in #Ferguson!"" - Anthony Shahid http://t.co/o1dZ3LDHdg",0.854946911,0.949103236,0.168019547
4.98E+17,0,#Ferguson Police Chief said only one word during entire press conference. Question: Is officer is still being paid? Answer: Yes.,0.709199786,0.820813417,0.159908675
4.98E+17,0,Whenever you want to justify shooting an unarmed person you always say they reached for your gun. George Zimmerman taught us that #Ferguson,0.716813445,0.868888199,0.241589484
4.98E+17,0,Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,0.86931318,0.926802516,-0.120072178
4.98E+17,0,Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,0.882439733,0.96103245,-0.077656744
4.98E+17,0,"The presence of police dogs in #Ferguson is, at the very least, culturally and historically insensitive.",0.601151705,0.844725966,0.203631428
4.98E+17,0,Lots of angry mothers here in #Ferguson this morning. http://t.co/RXTdkGgDMG,0.869694948,0.96086812,-0.020263713
4.98E+17,0,WE DEMAND THAT POLICE STAY AWAY FROM US WITHOUT WEARING CAMERAS FOR OUR PROTECTION! #mikebrown #Ferguson http://t.co/L2rBjMMpzc,0.87411797,0.967961073,0.183250263
4.98E+17,0,*church fan* RT @Sherrea_D: Where's the #NRA's call for blacks to arm themselves against the police? #MikeBrown #Ferguson,0.869914711,0.940234065,-0.102141821
4.98E+17,0,Still conflicting reports about death of the witness. Police say it's not true. Tempers are rising here in #Ferguson http://t.co/nbbr7XvJxk,0.8451401,0.961201668,0.251487364
4.98E+17,0,"#Ferguson, Missouri Community Furious After Teen Shot Dead By Police http://t.co/UJYaBibSvq#FergusonShooting",0.849169493,0.931409597,-0.218134077
4.99E+17,0,Not sure what the #Anonymous message to #Ferguson is going to be exactly but you can count on one.Support @OpFerguson,0.820460558,0.934686899,0.388351886
4.99E+17,0,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",0.875778735,0.951612234,-0.04341929
4.99E+17,0,Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.,0.750248194,0.908456206,0.177378241
4.99E+17,0,This would help tremendously. #mikebrown #Ferguson http://t.co/FNVnuZLWd1,0.844097435,0.946116209,0.361851618
4.99E+17,0,The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,0.797359228,0.900204778,-0.044675614
4.99E+17,0,RT @TOO_LIVE_MILZ: The sad truth RT @kupkakekami: This would help tremendously. #mikebrown #Ferguson http://t.co/2i6aBcHlP3,0.861116409,0.954697251,0.328788492
4.99E+17,0,The shooting in #Ferguson highlights why the federal government should be underwriting body cams for all cops rather than military gear.,0.736627936,0.836927593,0.092258651
4.99E+17,0,So #Ferguson police want me to believe #MikeBrown tried to get into a police car and wrestle the officer's gun away. I'm gonna need video.,0.686132789,0.919038653,0.042387393
4.99E+17,0,#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images. http://t.co/rt7u6zOA1p,0.884565473,0.959486604,-0.020794713
4.99E+17,0,"""Hands up!"" in #Ferguson http://t.co/gKKb0V0xv4",0.844400167,0.939122677,0
4.99E+17,0,Every Black person should drill this in their heads:we are in Jim Crow 2.0..and the new lynch mobs and KKK members ARE THE POLICE #Ferguson,0.768767297,0.894702196,-0.036899799
4.99E+17,0,How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson http://t.co/jG3hGJRAuC,0.890952587,0.959012568,-0.051592596
4.99E+17,0,Vigil for shooting victim Mike Brown will be held at 8pm Sunday at Canfield Green apartment complex in #Ferguson,0.748151898,0.904367447,-0.183927474
4.99E+17,0,Nothing has changed. The ONLY difference?  The pictures are in color.  #Ferguson #FergusonShooting http://t.co/iRBqXc019M,0.830819547,0.954678178,0.404992478
4.99E+17,0,"#MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.. http://t.co/g7jakSP9UL",0.850553393,0.945790648,-0.082941167
4.99E+17,0,Notice how they bring out the attack dogs? #FergusonShooting #Ferguson #FergusonPolice http://t.co/GpQT6cGLgJ,0.863368452,0.96468091,0.052340459
4.99E+17,0,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/HJk5k2e8tI",0.778800309,0.956784129,-0.159539641
4.99E+17,0,When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown: http://t.co/HrVKxjM3RR #MikeBrown #Ferguson http://t.co/tT0lYR8yCB,0.826768041,0.950943351,0.076061272
4.99E+17,0,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR,0.879300892,0.957898557,-0.24259544
4.99E+17,0,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/qxvFf6BaWX",0.789058566,0.95847106,-0.159539641
4.99E+17,0,When's the last time a white kid was unjustly killed by law enforcement?Just spread the word http://t.co/8ZkPYTRS3I #MikeBrown #Ferguson,0.832260489,0.960030615,0.197640342
4.99E+17,0,Let's get these cameras on cops everywhere #Ferguson http://t.co/u89uNkNGoS,0.831350982,0.964708626,0.404992478
4.99E+17,0,There's cameras on every corner of the hood.  Let's out cameras on every cop.  What do you have to hide? #Ferguson http://t.co/76T6HmnsnS,0.847360253,0.956694961,0.113609152
4.99E+17,0,BREAKING: AG Eric Holder has instructed attorneys in the department's civil rights division to monitor developments in #Ferguson. -@AP,0.77595365,0.94502151,0.008842304
4.99E+17,0,"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2 http://t.co/78QURveWvK",0.867312551,0.944706798,0.23728499
4.99E+17,0,If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall,0.804039359,0.920736432,0.212969232
4.99E+17,0,"Protestors have blocked West Florissant, a major street in St. Louis County. #Ferguson http://t.co/S15XpF4f9E",0.80994451,0.921269536,0.243115891
4.99E+17,0,#Ferguson #MikeBrown protests http://t.co/UubTxFmU7c,0.852072656,0.955452025,0
4.99E+17,0,R.I.P. #MikeBrown.Innocent teen murdered by #Ferguson police.#RETWEET for respect &amp; spreading his story. http://t.co/JMlG8ePjEj,0.891919553,0.959250808,0.021171211
